filmtv_id,title,year,genre,duration,country,director,actors,avg_vote,votes,description,notes
330,The Ploughman's Lunch,1983,Drama,109,Great Britain,Richard Eyre,"Jonathan Pryce, Tim Curry, Rosemary Harris",7.5,3,,
331,Forever Amber,1947,Adventure,135,United States,Otto Preminger,"Linda Darnell, Cornel Wilde, Jessica Tandy, George Sanders",7.5,17,,
332,Boxcar Bertha,1972,Drama,97,United States,Martin Scorsese,"David Carradine, Barbara Hershey, Barry Primus, John Carradine",7.5,77,,
334,Private School,1983,Comedy,97,United States,Noel Black,"Phoebe Cates, Matthew Modine, Sylvia Kristel, Michael Zorek, Fran Ryan, Betsy Russell, Kathleen Wilhoite, Kari Lizer",5,11,,
335,American Eagle,1989,War,90,United States,Robert J. Smawley,"Asher Brauner, Robert F. Lyons, Vernon Wells",6,2,,
336,American Fever,1978,Comedy,90,Italy,Claudio De Molinis,"Mircha Carven, Zora Keer, Vincenzo Crocitti",4.5,2,,
337,American Gigolo,1980,Drama,117,United States,Paul Schrader,"Richard Gere, Lauren Hutton, Bill Duke, Hector Elizondo",7.2,181,,
338,American Graffiti,1973,Comedy,110,United States,George Lucas,"Richard Dreyfuss, Ron Howard, Paul Le Mat, Charles Martin Smith",7.7,184,,
339,More American Graffiti,1979,Comedy,115,United States,Bill L. Norton,"Paul Le Mat, Ron Howard, Bo Hopkins, Candy Clark, Mackenzie Phillips",6.6,20,,
340,American Roulette,1988,Thriller,102,United States,Maurice Hatton,"Andy Garcia, Kitty Alridge, Al Matthews, Alfredo Michelsen, Robert Stephens, Guy Bertrand, Ricardo Sibelo",2,1,,
341,An American in Paris,1951,Musical,112,United States,Vincente Minnelli,"Gene Kelly, Leslie Caron, Oscar Levant, Nina Foch",7.7,84,,
342,Un americano a Roma,1954,Comedy,94,Italy,Steno,"Alberto Sordi, Maria Pia Casilio, Galeazzo Benti, Anita Durante, Carlo Delle Piane, Rocco D'Assunta, Charles Fawcett, Ursula Andress, Ignazio Leone, Ilse Petersen, Ivy Nicholson",7.3,175,,
344,Americano rosso,1991,Comedy,102,Italy,Alessandro D'Alatri,"Valeria Milillo, Sabrina Ferilli, Fabrizio Bentivoglio, Burt Young, Sabrina Ferilli, Valeria Milillo",5.5,23,,
345,The Quiet American,1957,Drama,122,United States,Joseph L. Mankiewicz,"Michael Redgrave, Audie Murphy, Claude Dauphian, Giorgia Moll",7.8,12,,
346,L'amica,1969,Drama,100,Italy,Alberto Lattuada,"Lisa Gastoni, Gabriele Ferzetti, Elsa Martinelli",5.3,22,,
348,On a Clear Day You Can See Forever,1970,Comedy,115,United States,Vincente Minnelli,"Barbra Streisand, Yves Montand, Bob Newhart, Jack Nicholson",6.7,10,,
350,Le amiche,1955,Drama,106,Italy,Michelangelo Antonioni,"Eleonora Rossi Drago, Valentina Cortese, Gabriele Ferzetti",6.9,65,,
351,Best Friends,1982,Comedy,116,United States,Norman Jewison,"Burt Reynolds, Goldie Hawn, Jessica Tandy, Keenan Wynn",5.5,4,,
352,Torch Song Trilogy,1988,Drama,115,United States,Paul Bogart,"Anne Bancroft, Matthew Broderick, Harvey Fierstein",7.4,31,,
354,Amici per la pelle,1955,Romantic,88,Italy,Franco Rossi,"Andrea Sciré, Geronimo Meynier, Vera Carmi, Luigi Tosi",6.5,11,,
355,Amici più di prima,1976,Comedy,95,Italy,"Giorgio Simonelli, Marino Girolami, Gianni Grimaldi","Franco Franchi, Ciccio Ingrassia, Lino Banfi, Isabella Biagini",5.4,17,,
356,Dangerous Company,1982,Drama,120,United States,Lamont Johnson,"Beau Bridges, Carlos Brown, Jan Sterling, Ralph Macchio",6,2,,
357,Der Amerikanische Freund,1977,Drama,128,"Germany, France",Wim Wenders,"Bruno Ganz, Dennis Hopper, Lisa Kreuzer, Nicholas Ray, Gérard Blain, Samuel Fuller, Peter Lilienthal, Daniel Schmid, Sandy Whitelaw, Jean Eustache, Lou Castel",7.7,96,,
358,L'ami de mon amie,1987,Comedy,102,France,Eric Rohmer,"François Eric Gendron, Emmanuelle Chaulet, Sophie Renoir, Eric Viellard",7.3,35,,
359,Les noces rouges,1972,Drama,90,"France, Italy",Claude Chabrol,"Stéphane Audran, Michel Piccoli, Claude Piéplu, Clotilde Joano",7.2,36,,
360,Fish Hawk,1980,Adventure,93,Canada,Donald Shebib,"Will Sampson, Charlie Fields, Geoffrey Bowers",6,2,,
361,Too Hot to Handle,1938,Comedy,105,United States,Jack Conway,"Clark Gable, Myrna Loy, Walter Pidgeon, Leo Carrillo",6.6,8,,
363,Mon amie le traître,1988,Drama,115,France,José Giovanni,"Thierry Fremont, André Dussollier, Valérie Kaprisky",5.3,8,,
364,The Amityville Horror,1979,Horror,116,United States,Stuart Rosenberg,"James Brolin, Margot Kidder, Rod Steiger, Murray Hamilton",6.1,81,,
367,Hamlet,1991,Drama,135,United States,Franco Zeffirelli,"Mel Gibson, Alan Bates, Glenn Close, Paul Scofield, Helena Bonham Carter",6.3,48,,
369,Jack the Giant Killer,1962,Adventure,94,United States,Nathan Juran,"Kerwin Mathews, Judi Meredith, Torin Thatcher",7,15,,
370,Ammazzali tutti e torna solo,1968,Western,100,Italy,Enzo G. Castellari,"Chuck Connors, Frank Wolff, Franco Citti, Leo Anchoriz",5.7,18,,
371,The Incredible Mr. Limpet,1963,Fantasy,102,United States,Arthur Lubin,"Don Knotts, Carole Cook, Andrew Duggan",5.5,3,,
372,Secret Admirer,1985,Comedy,98,United States,David Greenwalt,"C. Thomas Howell, Lori Loughlin, Kelly Preston, Fred Ward",5.7,14,,
373,L'ammiratrice,1983,Romantic,103,Italy,Romano Scandariato,"Nino D'Angelo, Annie Belle, Marina Morra, Carmine Iorio",4.4,7,,
374,L'ammutinamento,1961,Adventure,110,Italy,Silvio Amadio,"Anna Maria Pierangeli, Edmund Purdom, Michèle Girardon",4.5,7,,
375,Amo te sola,1935,Comedy,79,Italy,Mario Mattòli,"Vittorio De Sica, Milly, Enrico Viarisio, Carlo Ninchi",8,1,,
377,L'amore,1948,Drama,78,Italy,Roberto Rossellini,"Anna Magnani, Federico Fellini",6.9,35,,
378,Un amore a Roma,1960,Drama,105,Italy,Dino Risi,"Mylène Demongeot, Peter Baldwin, Elsa Martinelli, Umberto Orsini, Vittorio De Sica, Claudio Gora",7,27,,
379,Hot Chocolate,1992,Comedy,90,"Great Britain, France",Josée Dayan,"Bo Derek, Robert Hays, François Marthouret, Howard Hesseman, Patricia Millardet",4,1,,
380,Love at First Bite,1979,Comedy,96,United States,Stan Dragoti,"George Hamilton, Susan Saint James",6.9,8,,
382,Un amore americano,1992,Romantic,110,Italy,Piero Schivazappa,"Carlo Delle Piane, Brooke Shields, Memé Perlini, Graziella Polesinanti",4.1,6,,
383,L'amore breve,1969,Drama,93,Italy,Romano Scavolini,"Joan Collins, Faith Domergue, Massimo Serato, Antonio Centa, Gaetano Imbrò, Antonio Cantafora",5.4,5,,
384,Love Can Be Murder,1992,Comedy,86,United States,Jack Bender,"Jaclyn Smith, Corbin Bernsen, Cliff De Young, Tom Bower",7,3,,
385,Wishman,1991,Comedy,90,United States,Michael Marvin,"Paul Le Mat, Geoffrey Lewis, Quin Kessler, Paul Gleason",4,1,,
386,Teen Witch,1989,Comedy,105,United States,Dorian Walker,"Robyn Lively, Dan Gauthier, Joshua Miller, Dick Sargent",5,2,,
387,Un amour de Swann,1983,Drama,110,France,Volker Schlöndorff,"Jeremy Irons, Ornella Muti, Alain Delon, Fanny Ardant, Marie-Christine Barrault, Nathalie Juvet, Charlotte Kerr, Philippine Pascale, Charlotte de Turckheim",4.4,9,,
388,L'amore difficile,1963,Comedy,105,Italy,"Alberto Bonucci, Luciano Lucignani, Sergio Sollima, Nino Manfredi","Nino Manfredi, Vittorio Gassman, Catherine Spaak, Enrico Maria Salerno",5.9,19,,
389,Amore e chiacchiere,1957,Comedy,95,"Italy, Spain",Alessandro Blasetti,"Vittorio De Sica, Gino Cervi, Elisa Cegani, Isa Pola, Carla Gravina",6.9,20,,
390,Amore e ginnastica,1973,Romantic,112,Italy,Luigi Filippo D'Amico,"Senta Berger, Lino Capolicchio, Adriana Asti",5.9,12,,
391,Amore e guai,1958,Comedy,87,Italy,Angelo Dorigo,"Marcello Mastroianni, Valentina Cortese, Maurizio Arena, Andrea Aureli",5,7,,
392,Flesh and Blood,1985,Adventure,123,United States,Paul Verhoeven,"Rutger Hauer, Jennifer Jason Leigh, Tom Burlinson",6.8,58,,
393,The Secret Agent,1936,Spy,83,Great Britain,Alfred Hitchcock,"John Gielgud, Madeleine Carroll, Peter Lorre, Robert Young",6.9,34,,
395,Amore facile,1964,Comedy,99,Italy,Gianni Puccini,"Raimondo Vianello, Franco Franchi, Ciccio Ingrassia",3.8,9,,
398,Un amore in prima classe,1980,Comedy,102,Italy,Salvatore Samperi,"Enrico Montesano, Sylvia Kristel, Franca Valeri",4.1,12,,
399,Amore in quattro dimensioni,1964,Comedy,110,Italy,"Jacques Romain, Massimo Mida, Gianni Puccini, Mino Guerrini","Sylva Koscina, Michèle Mercier, Franca Rame, Alberto Lionello",4,3,,
400,Kaiserjäger,1956,Romantic,98,Austria,Kurth Nachmann,"Adrian Hoven, Judith Holzmeister",4,1,,
401,Amore mio,1964,Romantic,95,Italy,Raffaello Matarazzo,"Eleonora Brown, Paul Guers, Didi Perego, Antonella Lualdi",6,1,,
402,Amore mio aiutami,1970,Comedy,124,Italy,Alberto Sordi,"Alberto Sordi, Monica Vitti, Silvano Tranquilli, Mariolina Cannuli, Ugo Gregoretti",6,60,,
403,Láska v pasázi,1984,Drama,74,Czechoslovakia,Jaroslav Soukup,"Lukás Vaculík, Tatiana Kulísková",6,1,,
404,A Message from Holly,1992,Drama,90,United States,Rod Holcomb,"Lindasy Wagner, Shelley Long",7,2,,
405,Liebe ist zollfrei,1941,Comedy,90,Austria,E. W. Emo,"Hans Moser, Maria Eis",6,1,,
407,Love at Large,1990,Comedy,99,United States,Alan Rudolph,"Tom Berenger, Anne Archer, Elizabeth Perkins, Annette O'Toole",5.8,8,,
409,L'amore primitivo,1966,Comedy,80,Italy,Luigi Scattini,"Franco Franchi, Ciccio Ingrassia, Jayne Mansfield, Mickey Hargitay",3.7,12,,
410,K.und K. Feldmarschall,1956,Comedy,90,Austria,E. W. Emo,"Rudolf Vogel, Hans von Borsody, Wolf Albach-Retty",6,1,,
412,Madeleine,1950,Mélo,114,Great Britain,David Lean,"Ann Todd, Leslie Banks, Elizabeth Sellars, Ivor Barnard, Ivan Desny",7.1,27,,
413,An Uncommon Love,1983,Drama,100,United States,Steven Hilliard Stern,"Barry Bostwick, Kathryn Harrold, Holly Hunter, Ed Begley jr.",4,1,,
414,Romance on the High Seas,1948,Comedy,99,United States,Michael Curtiz,"Doris Day, Don DeFore, Jack Carson",6.6,16,,
415,The Little Minister,1934,Romantic,110,United States,Richard Wallace,"Katharine Hepburn, Donald Crisp, John Beal, Andy Clyde",5.8,9,,
416,When I Fall in Love,1988,Romantic,128,United States,Taylor Hackford,"Dennis Quaid, Jessica Lange, Timothy Hutton, John Goodman, Carl Lumbly, Ray Baker",5.5,7,,
418,Shattered Dreams,1990,Drama,100,United States,Robert Iscove,"Lindsay Wagner, Michael Nouri, Georgann Johnson, James Karen",8,2,,
419,"Mothers, Daughters and Lovers",1988,Comedy,68,United States,Matthew Robins,"Helen Shaver, Marcianne Warman, Perry Reaves",6,1,,
420,Serpent of the Nile,1953,Mythology,81,United States,William Castle,"Rhonda Fleming, William Lundigan, Raymond Burr, Michael Ansara, Jean Byron",6,1,,
421,Gli amori di Ercole,1959,Mythology,98,Italy,Carlo Ludovico Bragaglia,"Jayne Mansfield, Mickey Hargitay, Massimo Serato, René Dary, Moira Orfei",4.3,8,,
422,Gli amori di Manon Lescaut,1954,Drama,92,"Italy, France",Mario Costa,"Myriam Bru, Franco Interlenghi, Marisa Merlini, Paolo Poli",6.1,5,,
423,Amori di mezzo secolo,1953,Comedy,101,Italy,"Glauco Pellegrini, Antonio Pietrangeli, Mario Chiari, Pietro Germi, Roberto Rossellini","Alberto Sordi, Antonella Lualdi, Franco Interlenghi, Silvana Pampanini",4.4,11,,
424,Amori in corso,1989,Comedy,82,Italy,Giuseppe Bertolucci,"Amanda Sandrelli, Francesca Prandi, Stella Vondermann",6,13,,
425,Amori miei,1978,Comedy,100,Italy,Steno,"Monica Vitti, Enrico Maria Salerno, Edwige Fenech, Johnny Dorelli",5.8,27,,
426,In the Cool of the Day,1962,Drama,91,United States,Robert Stevens,"Peter Finch, Jane Fonda, Angela Lansbury, Arthur Hill",5,2,,
427,Amsterdamned,1988,Thriller,111,Holland,Dick Maas,"Huub Stapel, Monique Van De Ven, Serge-Henri Valcke",6.9,48,,
428,Amy,1981,Drama,100,United States,Vincent McEveety,"Jenny Agutter, Barry Newman, Kathleen Nolan, Chris Robinson",6,3,,
429,Anastasia,1956,Comedy,105,United States,Anatole Litvak,"Ingrid Bergman, Yul Brynner, Akim Tamiroff, Helen Hayes",6.9,62,,
430,Anatomy of a Murder,1959,Drama,160,United States,Otto Preminger,"James Stewart, Lee Remick, Ben Gazzara, George C. Scott, Arthur O'Connell, Eve Arden, Kathryn Grant, Orson Bean",8.1,121,,
431,L'anatra all'arancia,1975,Comedy,110,Italy,Luciano Salce,"John Richardson, Barbara Bouchet, Monica Vitti, Ugo Tognazzi",5,49,,
432,Anche gli angeli mangiano fagioli,1973,Comedy,128,Italy,E. B. Clucher (Enzo Barboni),"Giuliano Gemma, Bud Spencer, Robert Middleton, Bill Vanders, Lara Sender, Steffen Zacharias, Francy Fair",6,86,,
433,Ghoulies To the College,1989,Horror,87,United States,John Carl Buechler,"Kevin McCarthy, Evan MacKenzie, Eva La Rue",5,3,,
434,"Anche se volessi lavorare, che faccio?",1972,Comedy,99,Italy,Flavio Mogherini,"Ninetto Davoli, Enzo Cerusico, Adriana Asti, Vittorio Caprioli",6,13,,
435,Another 48 hrs,1990,Crime,95,United States,Walter Hill,"Nick Nolte, Eddie Murphy, Brion James, Kevin Tighe, Ed O'Ross",5.9,95,,
436,Sweet Hearts Dance,1988,Comedy,100,United States,Robert Greenwald,"Susan Sarandon, Don Johnson, Jeff Daniels",5.5,3,,
437,Once More With Feeling,1960,Comedy,92,United States,Stanley Donen,"Yul Brynner, Kay Kendall, Gregory Ratoff, Harry Lockhart, Mervyn Johns, Maxwell Shaw",7.2,6,,
438,And the Pursuit of Happiness,1986,Documentary,91,United States,Louis Malle,Attori non professionisti,5,7,,
439,Andrej Rublëv,1969,Drama,174,Soviet Union,Andrej Tarkovskij,"Anatolij Solonicyn, Ivan Lapikov, Nikolaj Grinko",9,137,,
440,Andremo in città,1966,Drama,95,Italy,Nelo Risi,"Geraldine Chaplin, Nino Castelnuovo, Stefania Careddu, Aca Gravic",6,4,,
441,Android,1982,Fantasy,80,United States,Aaron Lipstadt,"Klaus Kinski, Don Keith Opper, Brie Howard, Crofton Hardester, Kendra Kirchner",7.2,15,,
442,The Andromeda Strain,1971,Fantasy,120,United States,Robert Wise,"Arthur Hill, David Wayne, James Olson, Kate Reid, Paula Kelly",6.7,50,,
443,Goddess of Love,1988,Comedy,100,United States,James Drake,"Vanna White, David Naughton, Amanda Bearse",6,1,,
444,Anemia,1986,Drama,87,Italy,"Alberto Abruzzese, Achille Pisanti","Hans Zischler, Gioia Maria Scola, Gérard Landry",4,1,,
445,Angel Heart,1987,Thriller,115,United States,Alan Parker,"Robert De Niro, Mickey Rourke, Charlotte Rampling, Lisa Bonet",6.7,177,,
447,Angel,1984,Thriller,89,United States,Robert Vincent O'Neil,"Donna Wilkes, Susan Tyrrell, Dick Shawn, Rory Calhoun",6.2,9,,
448,Angel III: the Final Chapter,1988,Thriller,95,United States,Tom De Simone,Maud Adams,7,2,,
449,Angela come te,1988,Comedy,84,Italy,Anna Brasi,"Barbara De Rossi, Antonella Ponziani, Amy Werba, Laura De Marchi",5.3,3,,
450,Pocketful of Miracles,1961,Comedy,136,United States,Frank Capra,"Glenn Ford, Bette Davis, Ann-Margret, Peter Falk, Hope Lange",8,83,,
451,Hell's Angels On Wheels,1967,Drama,93,United States,Richard Rush,"Jack Nicholson, Adam Roarke, Jack Starrett, Sabrina Scharf",5.1,10,,
452,Broken Angel,1988,Drama,90,United States,Richard T. Heffron,"William Shatner, Susan Blakely, Roxanne Biggs, Jason Morat",7,3,,
453,Almost Angels,1962,Musical,93,United States,Steve Previn,"Peter Weck, Hans Holt, Fritz Eckhardt, Bruni Lobel",4,1,,
454,Wenn die Götter lieben,1942,Drama,90,Germany,Karl Hartl,"Hans Holt, Winnie Markus, Irene von Meyendorff, Paul Hörbiger",7,2,,
455,Angeli senza paradiso,1970,Musical,91,Italy,Ettore M. Fizzarotti,"Romina Power, Al Bano, Agostina Belli, Paul Müller, Wolf Fisher",3.3,11,,
456,Bright Angel,1991,Comedy,94,United States,Michael Fields,"Dermot Mulroney, Lili Taylor, Sam Shepard, Valerie Perrine",6,1,,
457,Angelique et le Sultan,1968,Adventure,99,France,Bernard Borderie,"Michèle Mercier, Robert Hossein, Jean-Claude Pascal, Ettore Manni",5.6,12,,
458,El nino y el Papa,1986,Drama,95,Mexico,Rodrigo Castano,"Christopher Lago, Veronica Castro, Carmen Duque, Andrés García",3.5,3,,
459,An Angel at My Table,1990,Biography,158,"New Zealand, Australia, Great Britain",Jane Campion,"Kerry Fox, Alexia Keogh, Karen Fergusson, Iris Churn",7.6,51,,
461,Der Blaue Engel,1930,Drama,107,Germany,Josef Von Sternberg,"Marlene Dietrich, Emil Jannings, Kurt Gerron, Hans Albers",8.4,103,,
462,L'angelo bianco,1955,Drama,95,Italy,Raffaello Matarazzo,"Amedeo Nazzari, Yvonne Sanson, Enrica Dyrell",6.7,22,,
464,L'angelo con la pistola,1991,Crime,88,Italy,Damiano Damiani,"Tahnee Welch, Remo Girone, Eva Grimaldi, Sergio Fiorentini",3.8,12,,
465,Almost an Angel,1990,Fantasy,95,United States,John Cornell,"Paul Hogan, Elias Koteas, Linda Kozlowski, Charlton Heston",5.1,13,,
466,The Leather Saint,1955,Comedy,86,United States,Alvin Ganzer,"Paul Douglas, John Derek",6,1,,
467,Angel of Fury,1992,Action,90,Indonesia,David Worth,"Cynthia Rothrock, Chris Barnes, Peter O'Brien, Zaenal Abidin",7,2,,
469,Death of an Angel,1985,Drama,92,United States,Petru Popescu,"B. Bedelia, N. Mancuso, P. Ludwig",4,1,,
470,Angel in Green,1987,Drama,93,United States,Marvin J. Chomsky,"Bruce Boxleitner, Susan Dey, Milo O'Shea",8,2,,
471,Un ange au paradis,1973,Comedy,90,France,Jean-Pierre Blanc,"Michael Aumont, Catherine Samie, Mimi Young, Bulle Ogier",4,1,,
472,The Angel Levine,1970,Drama,104,United States,Ján Kadár,"Zero Mostel, Harry Belafonte, Milo O'Shea",6,1,,
473,Black Angel,1946,Thriller,83,United States,Roy W. Neill,"Dan Duryea, June Vincent, Peter Lorre, Broderick Crawford, Constance Dowling",6.8,18,,
474,Miracle in the Wilderness,1991,Adventure,110,United States,Kevin James Dobson,"Kris Kristofferson, Kim Cattrall",6,2,,
475,Scarlet Angel,1952,Adventure,81,United States,Sidney Salkow,"Yvonne De Carlo, Rock Hudson, Richard Denning, Henry O'Neill",6,4,,
476,The Kid with the Broken Halo,1982,Fantasy,120,United States,Leslie H. Martinson,"Gary Coleman, Robert Guillaume, June Allyson, Mason Adams",6,1,,
